TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
Globigerina (Neogloboquadrina),,,
Globigerinoides (Globigerinoidesella),,,
Ammonia (Pseudorotalia),,,
Ammonia (Rotalidium),,,
Pseudorotalia (Rotalinoides),,,
Nodosaria (Dentalina),,,
Nodosaria (Pyramidulina),,,
Florilus (Nonion),,,
Florilus (Nonionella),,,
Florilus (Pseudononion),,,
Nonionella (Pseudononion),,,
Eponides (Neoeponides),,,
Textularia (Siphotextularia),,,
Bolivina (Brizalina),,,
Brizalina (Lugdunum),,,
Cassidulina (Burseolina),,,
Cellanthus (Elphidium),,,
Elphidium (Cellanthus),,,
Cibicides (Heterolepa),,,
Cibicides (Lobatula),,,
Discorbis (Rosalina),,,
Epistominella (Asanonella),,,
Oolina (Favulina),,,
Fursenkoina (Virgulina),,,
Gallitellia,1,t0006645,not-accepted
Guembelitria,1,[],
Guembelitria (Gallitellia),,,
Quadrula,1,[],
Quadrula,2,[],
Turborotalia (Globoratalia),,,
Zoogloea,,,
Gyroidina (Hansenisca),,,
Schenckiella (Martinotiella),,,
Lenticulina (Spincterules),,,
Robulus (Lenticulina),,,
Robulus (Spincterules),,,
Neouvigerina (Siphouvigerina),,,
Uvigerina (Euvigerina),,,
Spiroloculina (Sigmoilina),,,
Raphidiophrys,1,t0006806,accepted
Amphileptus,1,t0006507,accepted
Aspidisca,1,t0006524,accepted
Balladyna,1,t0007116,accepted
Balladyna,2,t0006537,accepted
Euplotes,1,t0006635,accepted
Urostyla,,,
Oxytricha,1,t0006750,accepted
Stylonychia,1,t0006865,accepted
Blepharisma,1,t0006542,accepted
Spirostomum,1,t0006845,accepted
Metopus,1,t0006722,accepted
Bursaria,1,t0006552,accepted
Cononellopsis,1,[],
Cyrtostrombidium,1,t0006597,accepted
Favella,1,t0006637,accepted
Halteria,1,t0006669,accepted
Leprotintinnus,1,t0006701,accepted
Tintinnidium,1,t0006878,accepted
Spirotontonia,1,t0006846,accepted
Stentor,1,t0006855,accepted
Tintinnopsis,1,t0006879,accepted
Tintinopsis,1,[],
Carchesium,1,t0006558,accepted
Ophrydium,1,t0006745,accepted
Vorticella,1,t0006900,accepted
Zoothamnium,1,t0006904,accepted
Colpidium,1,t0006578,accepted
Tetrahymena,1,t0006868,accepted
Cryptocaryon,1,t0006591,accepted
Frontonia,1,t0006642,accepted
Glaucoma,1,t0006649,accepted
Paramecium,1,t0006753,accepted
Pleuronema,1,t0006776,accepted
Urocentrum,1,t0006893,accepted
Parastrombidinopsis,1,t0006755,accepted
Thecacineta,1,t0006871,accepted
Alexandrium,1,t0006501,accepted
Gonyaulax,1,t0006660,accepted
Cachonina,1,t0006553,accepted
Parvodinium,1,t0006757,accepted
Peridinium,1,t0006763,accepted
Protoperidinium,1,t0006787,accepted
Ceratium,1,t0006566,accepted
Neoceratium,1,[],
Ceratocorys,1,t0006567,accepted
Glenodinium,1,t0006650,accepted
Heterodinium,1,t0006677,accepted
Oxytoxum,1,t0006749,accepted
Podolampas,1,t0006778,accepted
Pyrophacus,1,t0006802,accepted
Amphidinium,1,t0006506,accepted
Gymnodinium,1,t0006663,accepted
Gyrodinium,1,t0006664,accepted
Amphisolenia,1,t0006510,accepted
Dinophysis,1,t0006610,accepted
Histioneis,1,t0006684,accepted
Ornithocercus,1,t0006748,accepted
Phalacroma,1,t0006767,accepted
Dissodinium,1,t0006615,accepted
Pyrocystis,1,t0006801,accepted
Katodinium,1,t0006687,accepted
Noctiluca,1,t0006734,accepted
Prorocentrum,1,t0006786,accepted
Thoracosphaera,1,t0006877,accepted
Dictydium,1,[],
Enteridium,1,[],
Ascogregarina,1,t0006523,accepted
Kudoa,1,t0006689,accepted
Myxobolus,1,t0006727,accepted
Hartmannia,1,[],
Xylopleurum,1,[],
Matteuccia,1,[],
Oecanthus,1,[],
Sladenia,,,
Enteropogon,1,t0023774,accepted
Enteropogon,2,t0006625,accepted
Aphantaula,,,
Cicurina,,,
Lepthyphantes,,,
Carrhotus viduus,,,
Parazygiella,,,
Pharta,,,
Borboropactus,,,
Epidius,,,
Strigoplus,,,
Phaeacius,,,
Pseudicius,,,
Simaetha,,,
Trachelas,,,
Proreinia,,,
Hyaloraphidium,1,t0024029,accepted
Amphiesma sp.,,,
Themiste (Lagenopsis) minor,1,t0099122,not-accepted
Struthio camelus domesticus,,,
Carabus (Damaster) blaptoides,1,t0030128,not-accepted
Lema (Quasilema) trivittata,1,[],
Xylotrechus (Xylotrechus) latefasciatus,1,t0096694,not-accepted
Episcapha (Ephicaspa) asahinai,1,t0096904,not-accepted
Shaka atrovittatus,1,[],
Megalophipida defectalis,,,
Pemia meifengensis,1,[],
Evacanthus flavocapitata,1,[],
Polistes (Gyrostoma) tenebricosus,1,t0098558,not-accepted
Polistes (Polistella) stigma,1,t0098556,not-accepted
Polistes (Polistella) strigosus,1,t0098557,not-accepted
Polistes (Polistes) chinensis,1,t0098554,not-accepted
Aedes (Aedimorphus) vexans,1,t0099802,not-accepted
Culex (Culex) pipiens,1,t0087676,not-accepted
Ochlerotatus (Finlaya) elsiae,1,t0085993,not-accepted
Ochlerotatus (Finlaya) pulchriventer,1,t0085995,not-accepted
Asarkina (Asarkina) porcina,1,t0100120,not-accepted
Phlegmariurus cryptomerianus,1,t0026340,not-accepted
Selaginella flabellata,1,t0026318,not-accepted
Selaginella philippina,1,t0102741,accepted
Selaginella plana,1,t0102742,accepted
Selaginella springiana,1,t0102743,accepted
Selaginella atroviridis,1,t0102744,accepted
Selaginella plumosa,1,t0102745,accepted
Selaginella kraussiana,1,t0026326,misapplied
Selaginella mongholica,1,t0102747,accepted
Selaginella circinalis,1,t0103619,not-accepted
Selaginella circinalis,2,t0103619,not-accepted
Botrychium lanuginosum,1,t0026367,not-accepted
Botrychium ternatum,1,t0026369,not-accepted
Angiopteris ×itoi,,,
Hymenophyllum polyanthos,1,t0026394,misapplied
Cephalomanes thysanostomum,1,t0026417,not-accepted
Diplopterygium chinense,1,t0026433,not-accepted
Azolla filiculoides,1,t0102659,misapplied
Azolla caroliniana,1,t0102659,misapplied
Azolla japonica,1,t0102659,misapplied
Cibotium cumingii,1,t0026464,not-accepted
Alsophila lepifera,1,t0026462,not-accepted
Odontosoria ×intermedia,,,
Odontosoria ×yaeyamensis,,,
Lindsaea merrillii,1,[],
Lindsaea ×heterophylla,,,
Pteridium latiusculum,1,t0103625,accepted
Paesia radula,1,t0102152,accepted
Dennstaedtia hirsuta,1,t0026579,not-accepted
Dennstaedtia smithii,1,t0026582,not-accepted
Microlepia trapeziformis,1,t0101877,accepted
Ceratopteris gaudichaudii,1,t0026491,not-accepted
Pteris aspericaulis,1,t0026522,misapplied
Pteris ×namegatae,,,
Cheilanthes formosana,1,t0026534,not-accepted
Cheilanthes subargentea,1,t0026537,not-accepted
Notholaena hirsuta,1,t0026539,not-accepted
Adiantum ×meishanianum,,,
Antrophyum parvulum,1,t0026566,not-accepted
Gymnocarpium remotipinnatum,1,[],
Hymenasplenium obscurum,1,t0026934,accepted
Asplenium australasicum,1,t0099384,accepted
Asplenium lobulatum,1,t0026895,misapplied
Asplenium polyodon,1,t0026907,accepted
Asplenium nitidum,1,t0026909,misapplied
Asplenium serricula,1,t0026902,misapplied
Asplenium ×shikokianum,,,
Asplenium ×wangii,,,
Asplenium hodoense,,,
Asplenium latidens,,,
Cyclosorus acuminatus,1,t0026948,not-accepted
Cyclosorus parasiticus,1,t0026955,not-accepted
Cyclosorus subpubescens,1,t0102203,accepted
Cyclosorus ×intermedius,,,
Cyclosorus lanyuensis,,,
Cyclosorus megacuspis,1,t0026974,not-accepted
Cyclosorus ×pseudoliukiuensis,,,
Pseudophegopteris aurita,1,t0026942,not-accepted
Thelypteris esquirolii,1,t0026980,not-accepted
Thelypteris ×erubesquirolica,,,
Thelypteris auriculata,1,t0026960,not-accepted
Thelypteris erubescens,1,t0026963,not-accepted
Thelypteris laxa,1,t0026969,not-accepted
Thelypteris ornata,1,t0102816,accepted
Thelypteris uraiensis,1,t0026970,not-accepted
Cyclogramma omeiensis,1,t0026961,misapplied
Pronephrium asperum,1,t0026972,misapplied
Pronephrium cuspidatum,1,t0102209,accepted
Pronephrium insularis,1,t0095924,not-accepted
Woodwardia radicans,1,[],
Woodwardia orientalis,1,t0027048,not-accepted
Struthiopteris hancockii,1,t0027055,not-accepted
Athyrium ×hohuanshanense,,,
Athyrium ×pseudocryptogrammoides,,,
Athyrium ×purpurascens,,,
Athyrium fragile,1,t0102807,accepted
Athyrium fragile,2,t0026884,not-accepted
Athyrium pycnosorum,1,t0102731,accepted
Athyrium dawuense,,,
Athyrium foliolosum,1,t0102844,accepted
Athyrium kuankaoense,,,
Athyrium kuratae,1,t0102734,accepted
Athyrium pseudo-arisanense,,,
Athyrium pseudo-delavayi,,,
Athyrium pseudo-kuratae,,,
Athyrium pseudo-leiopodum,,,
Athyrium pseudo-mearnsianum,,,
Athyrium pseudo-silvicola,,,
Athyrium pseudo-niponicum,,,
Athyrium shannjyemoorei,,,
Athyrium sungkangense,,,
Athyrium unifurcatum,1,t0027021,not-accepted
Cornopteris decurrenti-alata,1,[],
Cornopteris opaca,1,t0027004,not-accepted
Deparia allantodioides,1,t0103640,accepted
Deparia longipes,1,t0102149,accepted
Deparia ×tomitaroana,,,
Diplazium conterminum,1,t0057261,not-accepted
Diplazium lobatum,1,t0086577,not-accepted
Diplazium proliferum,1,t0053428,accepted
Diplazium taiwanense,1,t0057262,not-accepted
Hypodematium crenatum,1,t0026609,accepted
Arachniodes rhomboidea,1,t0086571,not-accepted
Dryopteris barbigera,1,t0103626,accepted
Dryopteris latibasis,1,t0102159,accepted
Dryopteris sinofibrillosa,1,t0102160,accepted
Dryopteris ×holttumii,,,
Dryopteris ×subreflexipinna,,,
Dryopteris rosthornii,,,
Dryopteris panda,,,
Polystichum biaristatum,1,t0103460,misapplied
Polystichum deltodon,1,t0026715,misapplied
Polystichum obliquum,1,t0103461,misapplied
Bolbitis ×laxireticulata,,,
Bolbitis ×nanjenensis,,,
Bolbitis virens,1,[],
Lomariopsis spectabilis,1,t0026748,misapplied
Nephrolepis ×copelandii,,,
Nephrolepis ×hipocrepicis,,,
Nephrolepis ×pseudobiserrata,,,
Nephrolepis exaltata,1,[],
Araiostegia parvipinnula,1,t0026777,not-accepted
Aglaomorpha coronans,1,t0026791,not-accepted
Aglaomorpha meyeniana,1,t0026792,not-accepted
Selliguea rhynchophylla,1,t0026797,misapplied
Pyrrosia polydactyla,1,t0026808,not-accepted
Lepisorus clathratus,1,t0026830,misapplied
Leptochilus insignis,1,t0026839,not-accepted
Leptochilus ×shintenensis,,,
Microsorum membranaceum,1,t0026845,not-accepted
Microsorum carinatum,,,
Chrysogrammitis glandulosa,1,t0026855,not-accepted
Grammitis intromissa,1,t0026867,not-accepted
Grammitis fenicis,1,t0026864,misapplied
Grammitis jagoriana,1,t0102730,accepted
Oreogrammitis nuda,1,t0102673,not-accepted
Prosaptia kanashiroi,1,t0026873,not-accepted
Radiogrammitis ilanensis,1,t0026862,not-accepted
Radiogrammitis setigera,1,t0026867,not-accepted
Radiogrammitis subnervosa,1,t0026869,not-accepted
Radiogrammitis taiwanensis,1,t0026870,not-accepted
Pichisermollodes quasidivaricata,1,t0026798,not-accepted
Goniophlebium hendersonii,,,
Scleroglossum pusillum,1,t0026879,misapplied
Pinus parviflora,1,[],
Pinus luchuensis,1,t0054839,misapplied
Pseudotsuga sinensis,1,[],
Pseudotsuga forrestii,1,t0054981,not-accepted
Tsuga formosana,1,t0055692,not-accepted
Tsuga diversifolia,,,
Tsuga sieboldii,,,
Abies mariesii,1,[],
Abies homolepis,,,
Abies veitchii,,,
Araucaria excelsa,1,t0040224,not-accepted
Araucaria heterophylla,1,t0061021,accepted
Sciadopitys verticillata,,,
Juniperus recurva,1,[],
Calocedrus formosana,1,t0052784,not-accepted
Calocedrus preissi,,,
Calocedrus quadrivalvis,,,
Calocedrus rhomnoidea,,,
Calocedrus robusta,,,
Taxus mairei,1,t0058350,not-accepted
Taxus chinensis,1,t0058350,not-accepted
Taxus wallichiana,1,t0058350,misapplied
Taxus cuspidata,1,t0058350,misapplied
Cephalotaxus harringtonii,1,[],
Cephalotaxus sinensis,1,[],
Amentotaxus yunnanensis,1,[],
Amentotaxus argotaenia,1,t0052582,misapplied
Torreya grandis,,,
Torreya nucifera,,,
Nymphaea nouchali zanzibariensis,,,
Nuphar rubrodisca,,,
Peperomia reflexa,1,t0058715,not-accepted
Aristolochia cucurbitifolia,1,t0052623,not-accepted
Aristolochia yujungiana,1,t0061043,not-accepted
Aristolochia tagala,1,t0040254,misapplied
Michelia alba,1,t0054450,not-accepted
Michelia champaca,1,t0046174,not-accepted
Michelia figo,1,t0054451,not-accepted
Michelia fuscata,1,t0054451,not-accepted
Monoon liukiuense,1,[],
Monoon longifolium,,,
Hernandia nymphaeifolia,1,t0058000,not-accepted
Machilus japonicus,1,[],
Machilus kusanoi,1,t0054366,not-accepted
Machilus mushaensis,1,t0054367,not-accepted
Machilus obovatifolius,,,
Machilus montanus,,,
Phoebe sheareri,1,[],
Sassafras albidum,,,
Chloranthus serratus,1,t0052979,not-accepted
Alocasia plumbea,1,t0033702,not-accepted
Alocasia indica,1,[],
Amorphophallus gigantiflorus,1,t0040150,not-accepted
Amorphophallus niimurai,1,t0040148,not-accepted
Arisaema kelung-insularis,1,t0040247,not-accepted
Caladium hortulanum,1,t0040532,accepted
Caladium hortulanum,2,t0040532,not-accepted
Colocasia affinis,,,
Monstera obliqua,,,
Philodendron hederaceum oxycardium,,,
Rhaphidophora korthalsii,,,
Rhaphidophora perkinsiae,1,t0055062,misapplied
Wolffia arrhiza,1,t0049351,misapplied
Wolffia microscopica,1,t0049351,misapplied
Aquarius cordifolius,1,t0046170,not-accepted
Sagittaria sagittifolia,1,t0046157,misapplied
Sagittaria pugioniformis,1,[],
Blyxa laevissima,1,t0040395,not-accepted
Blyxa angustipetata,,,
Hydrocharis morsus-ranae,1,[],
Elodea canadensis,1,[],
Potamogeton pectinatus,1,t0055478,not-accepted
Aletris foliata,1,[],
Metanarthecium foliatum,1,t0033683,misapplied
Dioscorea cirrhosa,1,t0053412,not-accepted
Dioscorea gracillima,1,[],
Tacca chantieri,1,t0069520,accepted
Freycinetia williamsii,1,t0053735,misapplied
Heloniopsis orientalis,1,[],
Heloniopsis umbellata,1,t0057997,not-accepted
Disporum nantouense,1,t0053435,not-accepted
Disporum cantoniense,1,[],
Smilax glauco-china,1,t0058263,misapplied
Smilax glaucophylla,1,[],
Lilium lancifolium,,,
Lilium philippinense,1,[],
Lilium japonicum,1,[],
Fritillaria verticillata,,,
Acampe rigida,1,t0033560,not-accepted
Acanthephippium pictum,1,t0060785,not-accepted
Acanthephippium striatum,1,t0033561,not-accepted
Acanthephippium sylhetense,1,t0033562,not-accepted
Anoectochilus semiresupinatus,,,
Bletilla striata,1,[],
Brachycorythis helferi,1,t0103327,accepted
Bulbophyllum brevipedunculatum,1,t0052756,not-accepted
Bulbophyllum remotifolium,1,t0033500,not-accepted
Bulbophyllum remotifolium,1,t0040502,misapplied
Bulbophyllum remotifolium,2,,
Bulbophyllum sasakii,1,t0040510,not-accepted
Bulbophyllum sui,1,t0040497,not-accepted
Bulbophyllum weiminianum,1,t0087354,not-accepted
Calanthe alismatifolia,,,
Calanthe dominyi,1,[],
Calanthe hsinchuensis,1,t0040537,accepted
Calanthe hsinchuensis,2,,
Cephalanthera alpicola,1,t0052923,not-accepted
Cephalanthera taiwaniana,1,t0052923,not-accepted
Cephalantheropsis dolichopoda,1,t0058747,not-accepted
Cephalantheropsis halconensis,1,t0052925,not-accepted
Cephalantheropsis longipes,1,t0058747,misapplied
Cephalantheropsis obcordata,1,t0052927,not-accepted
Cheirostylis clibborndyeri,1,t0052955,not-accepted
Cheirostylis derchiensis,1,t0058780,not-accepted
Cheirostylis tortilacinia rubrifolia,,,
Cheirostylis takeoi,1,t0052961,not-accepted
Cheirostylis monteiroi,1,t0052956,not-accepted
Cleisostoma uraiense,1,t0053042,not-accepted
Corybas taliensis,1,t0053125,accepted
Crepidium roohutuense,1,t0073543,not-accepted
Cymbidium goeringii,1,t0058902,misapplied
Cymbidium babae,1,t0053226,not-accepted
Cymbidium eburneum,1,[],
Cymbidium gyokuchin,1,t0053228,not-accepted
Cymbidium hookeriarum,,,
Cypripedium guttatum,1,[],
Dendrobium catenatum,1,t0053312,not-accepted
Dendrobium sanseiense,1,t0053318,not-accepted
Dendrobium phalaenopsis,1,t0069772,not-accepted
Dienia ophrydis,1,t0057246,not-accepted
Epipactis fascicularis,1,t0073846,not-accepted
Epipogium kentingense,1,t0073849,not-accepted
Eria herklotsii,1,t0053580,not-accepted
Erythrodes triantherae,1,t0053603,not-accepted
Eucosia hengchunensis,1,t0073909,not-accepted
Eulophia brachycentra,1,t0053617,not-accepted
Eulophia pulchra,1,t0053620,not-accepted
Flickingeria tairukounia,1,t0058931,not-accepted
Gastrochilus linii,1,t0053773,not-accepted
Gastrochilus somae,1,t0057923,not-accepted
Galeola falconeri,1,t0053744,not-accepted
Galeola lindleyana,1,t0053745,not-accepted
Gastrodia stapfii,1,t0053787,not-accepted
Goodyera bilamellata,1,t0053859,not-accepted
Goodyera bomiensis,1,t0053846,not-accepted
Goodyera recurva,1,t0053855,misapplied
Goodyera velutina,1,t0053860,not-accepted
Habenaria crassilabia,1,t0053887,misapplied
Peristylus tentaculatus,1,t0058718,misapplied
Hemipilia alpestris,1,t0052583,not-accepted
Hemipilia gracilis,1,t0040145,not-accepted
Hemipilia takasagomontana,1,t0059087,not-accepted
Hemipilia takasagomontana,2,t0059087,not-accepted
Lecanorchis flavicans,1,t0074505,not-accepted
Lecanorchis japonica,1,[],
Lecanorchis kiusiana,1,t0058132,misapplied
Lecanorchis subpelorica,1,t0058131,not-accepted
Lecanorchis trachycaula,1,t0054189,not-accepted
Liparis krameri,1,t0074598,accepted
Liparis liangzuensis,1,t0054268,not-accepted
Liparis petiolata,1,t0054273,misapplied
Liparis bituberculata,1,t0054263,not-accepted
Neottia fukuyamae,1,t0054556,not-accepted
Nervilia aragoana,1,t0054574,not-accepted
Nervilia ratis,1,t0054580,not-accepted
Nervilia taiwaniana,1,t0054578,not-accepted
Nervilia brevilobata,1,t0054573,not-accepted
Nervilia discolor,1,t0054579,not-accepted
Nervilia punctata,1,[],
Oberonia arisanensis,1,t0054601,not-accepted
Oberonia japonica,1,t0103278,accepted
Oberonia gigantea,1,t0054603,not-accepted
Oberonia falcata,1,t0103278,misapplied
Oberonia anthropophora,1,[],
Odontochilus drymoglossifoliu,,,
Odontochilus bisaccatus,1,t0054615,not-accepted
Oreorchis gracilis,1,t0054639,not-accepted
Oreorchis foliosa,1,[],
Paraphaius flavus,1,t0058689,not-accepted
Paraphaius takeoi,1,t0058690,not-accepted
Phaius mishmensis,1,t0054765,not-accepted
Phaius actinomorphus,1,t0058307,not-accepted
Phalaenopsis amabilis,1,[],
Platanthera longibracteata,1,t0054875,not-accepted
Platanthera mandarinorum,1,t0100856,accepted
Pogonia japonica,1,[],
Pomatocalpa undulatum,1,[],
Hemipilia kiraishiensis,,,
Hemipilia takasagomontana taitungensis,,,
Hemipilia tominagae,,,
Pseudoliparis moluccana,1,t0059113,misapplied
Rhomboda tokioi,1,t0055084,not-accepted
Rhomboda abbreviata,1,t0055084,not-accepted
Spiranthes nivea papillata,1,t0102675,accepted
Styloglossum lyroglossum,1,t0058310,not-accepted
Styloglossum pumilum,1,t0052767,not-accepted
Taeniophyllum radiatum,1,t0055540,misapplied
Tainia laxiflora,1,[],
Thrixspermum laurisilvaticum,1,t0055600,not-accepted
Thrixspermum laurisilvaticum,2,t0055600,not-accepted
Thrixspermum laurisilvaticum,3,t0055600,not-accepted
Thrixspermum laurisilvaticum,4,t0055600,not-accepted
Thrixspermum pricei,1,t0055599,not-accepted
Thrixspermum sasaoi,1,t0055599,not-accepted
Vanda caerulea,1,t0069758,not-accepted
Vanilla griffithii,1,[],
Vrydagzynea albida,1,[],
Zeuxine pingtungensis,1,t0069849,not-accepted
Zeuxine gracilis,1,[],
× Ascocenda hybrida,,,
Ascocentrum ampullaceum,1,t0069756,not-accepted
Ascocentrum curvifolium,1,t0069759,not-accepted
Ascocentrum miniatum,1,t0069760,not-accepted
Brassia longissima,1,t0072901,not-accepted
× Brassidium hybridium,,,
× Brassocattleya hybrida,,,
× Brassolaelia hybrida,,,
× Brassolaeliocattleya hybrida,,,
Chamaeanthus wenzelii,1,t0052940,accepted
Didiciea neglecta,1,[],
× Doritaenopsis hybrida,,,
Ephemerantha pallens,1,t0073841,not-accepted
Epigeneium fargesii,1,t0053318,not-accepted
× Epiphronitis veitchii,,,
Euanthe sanderiana,1,t0073869,not-accepted
× Laeliocattleya hybrida,,,
Myrmechis japonica,1,t0102290,misapplied
Paphiopedilum chamberlainianum,,,
× Potinara hybrida,,,
× Sophrolaeliocattleya hybrida,,,
Tulotis longicalcarata,1,t0054870,not-accepted
Tulotis ussuriensis,1,[],
× Vandachostylis hybrida,,,
× Vandaenopsis hybrida,,,
× Vandanthe rothschildiana,,,
× Phalandopsis hybrida,,,
Microstylis wallichii,1,[],
Limodorum pulchrum,1,t0053620,not-accepted
Peramium bilamellatum,1,t0053859,not-accepted
Crocosmia ×crocosmiiflora,,,
Gladiolus ×gandavensis,,,
Gladiolus ×hybridus,,,
Iris ×hollandica,,,
Trimezia northiana,1,t0054554,not-accepted
Freesia ×hybrida,,,
Ixia polystachya,,,
Watsonia rosea,,,
Allium bakeri,1,t0033693,not-accepted
Allium macrostemon,1,t0033695,not-accepted
Allium tenuissimum,,,
Cyrtanthus ×brownii,,,
Urceolina × grandiflora,,,
Haemanthus ×hybridus,,,
Hippeastrum ×hybridum,,,
Ismene narcissiflora,,,
Narcissus ×hybridus,,,
Agave gigantean,,,
Agave stricta,,,
Agave lophantha,1,t0033637,not-accepted
Agave potatorum,,,
Agave rigida,1,[],
Aspidistra elatior,1,[],
Rohdea japonica,1,[],
Dracaena deremensis,1,t0053442,not-accepted
Ophiopogon formosanum,1,t0054626,not-accepted
Ophiopogon jaburan,1,t0054627,misapplied
Ophiopogon scaber,1,t0054626,not-accepted
Peliosanthes arisanensis,1,t0054732,not-accepted
Peliosanthes tashiroi,1,t0054732,not-accepted
Polygonatum arisanense chingshuishanianum,1,[],
Yucca elephantipes,1,t0049363,not-accepted
Nolina recurvata,1,t0072825,not-accepted
Scilla violacea,1,t0075846,not-accepted
Hemerocallis ×hybrida,,,
Gasteria ×kewensis,,,
Haworthia fasciata,1,[],
Haworthia margaritifera,,,
Haworthia reinwardtii,,,
Chamaedorea erumpens,1,t0052944,not-accepted
Livistona hoogendorpii,1,t0074615,accepted
Phoenix loureiroi,1,[],
Sabal bermudana,,,
Salacca edulis,1,t0058180,not-accepted
Collinia elegans,1,t0073156,not-accepted
Neodypsis decaryi,1,t0054543,not-accepted
Neodypsis lastelliana,1,t0073774,not-accepted
Murdannia formosana,1,t0054506,not-accepted
Murdannia simplex,1,t0054508,misapplied
Murdannia taiwanensis,,,
Tradescantia albiflora,1,t0055634,not-accepted
Rhoeo discolor,1,t0055636,not-accepted
Setcreasea purpurea,1,t0058426,not-accepted
Monochoria vaginalis,1,t0054489,not-accepted
Canna coccinea,1,t0040616,not-accepted
Canna patens,1,t0040616,not-accepted
Canna reevesii,1,t0040615,not-accepted
Canna ×hybrida,,,
Canna ×orchiodes,,,
Musa paradisiaca,1,t0054514,accepted
Musa paradisiaca,2,t0054512,misapplied
Musa sapientum,1,t0123862,accepted
Musa sapientum,2,t0054512,misapplied
Musa ×formobisiana,,,
Calathea oseopicta,,,
Calathea musaica,1,t0040551,not-accepted
Maranta bicolor,1,t0040553,not-accepted
Alpinia ×formosana,,,
Alpinia ×ilanensis,,,
Alpinia ×kusshakuensis,,,
Alpinia ×mesanthera,,,
Alpinia ×tonrokuensis,,,
Alpinia schumaniana,,,
Curcuma domestica,1,t0053208,not-accepted
Zingiber shuanglongensis,1,t0069852,not-accepted
Zingiber koshunensis,1,t0049396,not-accepted
Aechmea ×maginali,,,
Guzmania ×magnifica,,,
Neoregelia ×hybrida,,,
Tillandsia ×emilie,,,
Vriesea speciosa,1,t0049339,not-accepted
Vriesea ×poelmannii,,,
Eriocaulon chishingsanensis,1,t0053586,not-accepted
Eriocaulon merrillii,1,t0053592,not-accepted
Eriocaulon nigrum,1,[],
Juncus tobdenii,1,t0054129,not-accepted
Juncus spadicea,,,
Carex retrofracta,1,[],
Carex satsumensis,1,t0058730,not-accepted
Carex chinensis,1,t0052858,misapplied
Carex sacrosancta,1,t0052813,not-accepted
Carex japonica,1,t0052826,not-accepted
Carex pisiformis,1,[],
Carex sachalinensis,1,[],
Carex filipes,1,[],
Carex ligata,1,[],
Carex hebecarpa,1,[],
Carex remota,1,[],
Carex dissitiflora,1,[],
Cyperus cylindrocephalus,1,t0058911,not-accepted
Eleocharis pellucida,1,t0057314,not-accepted
Fimbristylis shimadana,1,t0053711,not-accepted
Mariscus sumatrensis,1,t0058509,not-accepted
Axonopus fissifolius,1,t0040320,not-accepted
Bothriochloa macera,1,t0040419,not-accepted
Brachiaria brizantha,1,t0046065,not-accepted
Vahlodea atropurpurea,1,[],
Saccharum rufipilum,,,
Glyceria obtusa,,,
Hemarthria altissima,,,
Leptochloa fusca,1,t0054212,not-accepted
Miscanthus sacchariflorus,,,
Miscanthus ×gigantheus,,,
Panicum irgatum,,,
Pennisetum amiricanum,1,t0073106,not-accepted
Pennisetum setosum,1,t0052918,not-accepted
Phleum pratense,1,[],
Phyllostachys pubescens,1,t0058996,not-accepted
Pleioblastus simonii,1,[],
Saccharum barberi,1,t0055178,accepted
Saccharum sinense,1,t0055181,not-accepted
Schizachyrium scoparium,,,
Sorghum sudanense,1,t0055409,accepted
Spartina alterniflora,1,t0055411,not-accepted
Thaumastochloa chenii,1,t0046219,not-accepted
Thaumastochloa cochinchinensis,1,t0055586,not-accepted
Calamovilfa brevipilis,,,
Chaetochloa italica,1,t0055324,not-accepted
Dichanthelium meridionale,,,
Dichanthelium sphaerocarpon,,,
Akebia trifoliata australis,1,t0033671,accepted
Cocculus sarmentosus,1,t0073343,not-accepted
Clematis austro-taiwanensis,1,t0053055,not-accepted
Clematis japonica,,,
Coptis morii,1,t0053110,not-accepted
Thalictrum urbainii,1,t0055585,not-accepted
Daphniphyllum himalense,1,t0073628,accepted
Kalanchoe delagoensis,1,t0054142,not-accepted
Kalanchoe ceratophylla,1,[],
Sedum uniflorum,1,t0105489,not-accepted
Sedum uniflorum,1,t0055303,misapplied
Sedum uniflorum,2,,
Sedum alboroseum,,,
Sedum brachryhinchum,1,[],
Cayratia trifolia,,,
Bauhinia championii,1,t0052696,not-accepted
Bauhinia aculeate,,,
Bauhinia vahlii,1,t0058979,not-accepted
Callerya reticulata,1,t0103179,not-accepted
Campylotropis macrocarpa,1,[],
Senna sophera,1,t0058250,not-accepted
Cassia bicapsularis,1,t0058246,not-accepted
Crotalaria zanzibarica,1,t0058878,not-accepted
Crotalaria alata,,,
Crotalaria serisea,,,
Cyamopsis psoralioides,1,t0053218,not-accepted
Dendrolobium trianglare,,,
Desmodium diffusum,1,t0053346,not-accepted
Desmodium gangeticum,1,t0058943,not-accepted
Desmodium gracillimum,1,t0053347,not-accepted
Desmodium heterocarpon,1,t0053348,not-accepted
Desmodium heterophyllum,1,t0053349,not-accepted
Desmodium laxiflorum,1,t0053346,misapplied
Desmodium microphyllum,1,t0053352,not-accepted
Desmodium renifolium,1,t0053354,not-accepted
Desmodium sequax,1,t0053355,not-accepted
Desmodium triflorum,1,t0053357,not-accepted
Desmodium velutinum,1,t0053359,not-accepted
Desmodium velutinum,2,,
