TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
Skimmia japonica distincte-venulosa,,,
Passiflora foetida hispida,1,t0075131,not-accepted
Capra aegagrus,1,[],
Carpodacus vinaceus,1,t0030182,not-accepted
Pourthiaea,1,[],
Monoon,,,
Anisophyllum,1,[],
Vahlodea,1,[],
Benkara,,,
Catunaregam,,,
Tarennoidea,,,
Pleroma,,,
Avenella,1,[],
Rhodotypos,,,
× Rhaphiobotrya,,,
Anisophyllea,,,
Heterocentron,,,
Heterotis,,,
Andesanthus,,,
Arcytophyllum,,,
Pleopeltis angusta,,,
Syngonium neglectum,,,
Syngonium angustatum,,,
Cymbidium × oblancifolium,,,
Oreorchis wumaniae,,,
Asparagus aethiopicus,,,
Eriophorum callitrix,,,
Jacaranda mimosifolia,,,
Viburnum awabuki,1,t0049291,not-accepted
Anisophyllum pinnatum,,,
Heterocentron elegans,,,
Heterotis rotundifolia,,,
Pleroma urvilleanum,,,
Andesanthus lepidotus,,,
Abutilon indicum albescens,,,
Cheirostylis tortilacinia tortilacinia,,,
Cheirostylis tortilacinia wutaiensis,,,
Platycerium bifurcatum willinckii,,,
Aspidistra daibuensis daibuensis,1,t0102010,accepted
Aspidistra daibuensis longkiauensis,1,t0102012,not-accepted
Rhododendron × pulchrum Big Purple,,,
Rhododendron × pulchrum Shu,,,
Rhododendron × pulchrum Baimiao,,,
Senna alexandrina alexandrina,,,
Senna alexandrina obtusata,,,
Clinopodium laxiflorum laxiflorum,1,t0103409,accepted
Neolitsea sericea sericea,1,t0058619,accepted
Rhus chinensis chinensis,1,t0105715,accepted
Dasypogonales,1,t0001548,accepted
Apodanthales,,,
Huales,,,
Cardiopteridales,,,
Columelliales,,,
Oncothecales,,,
Spiranthes australis,1,[],
Dasypogon,1,[],
Dasypogon bromeliifolius,,,
Apodanthes,,,
Apodanthes caseariae,,,
Hua,,,
Hua gabonii,,,
Columellia,,,
Columellia oblonga,,,
Cardiopteris,,,
Cardiopteris moluccana,,,
Oncotheca,,,
Oncotheca balansae,,,
Mystropetalaceae,,,
Mystropetalon,,,
Wightiaceae,,,
Wightia,,,
Hydnoraceae,,,
Alnus maritima,1,[],
Arabis shengkuangshanensis,,,
Machilus obovatifolius obovatifolius,,,
Spiranthes nivea nivea,1,t0102660,accepted
Camphora officinarum officinarum,,,
Camphora officinarum nominale,1,t0086685,accepted
Urceolina amazonica,,,
Hedysarum,1,[],
Aristolochia fangchi,,,
Emilia javanica,1,t0053528,misapplied
Urothemis signata signata,,,
Macrochelys,,,
Macrochelys temminckii,,,
Euplectes afer,,,
Stizoptera,,,
Stizoptera bichenovii,,,
Graptemys,,,
Graptemys ouachitensis,,,
Equisetum hyemale,1,[],
Nymphaea pygmaea,,,
Pandanus tectorius,1,[],
Ania hongkongensis,,,
Anoectochilus roxburghii,1,t0052597,misapplied
Dendrobium lindleyi,,,
Kalanchoe serrata,,,
Mucuna gigantea gigantea,,,
Mucuna macrocarpa macrocarpa,1,t0105985,accepted
Mucuna bennettii,,,
Mucuna birdwoodiana,,,
Mucuna interrupta,,,
Mucuna lamellata,,,
Mucuna sempervirens,,,
Mucuna sloanei,,,
Glycyrrhiza uralensis,,,
Glycyrrhiza inflata,,,
Glycyrrhiza aspera,,,
Cytisophyllum,,,
Eriobotrya deflexa deflexa,1,t0053584,not-accepted
Eriobotrya deflexa deflexa,2,,
Prunus ×subhirtella,,,
Begonia grandis grandis,,,
Begonia grandis sinensis,,,
Begonia hohuanensis,1,[],
Tashiroea,1,[],
Acer buergerianum buergerianum,,,
Cardamine hirsuta,1,[],
Nidorella,,,
Eschenbachia,1,[],
Brassaiopsis,,,
Heterodon,1,[],
