TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
37975121-02a6-4e14-acc0-b05eeffeffdb,order,Fungi,"",Halosphaeriales,,,
5726421d-704b-4fe0-b1fd-6251b35ecbdb,family,Protozoa,"",Alabaminidae,,,
c1681d98-1571-4cfb-a7d5-549353bf8fd2,family,Animalia,"",Cybaeidae,,,
f6aea42e-f8a5-482b-89aa-57bab7b3b3c7,family,Animalia,"",Phonognathidae,,,
2fd599e9-f181-4634-b8b5-af5bed833d09,family,Animalia,"",Prodidomidae,,,
aab869af-3661-47da-bf86-86f2a9220067,family,Animalia,"",Urocteidae,,,
da9c24b8-7242-4e3a-bd83-a51a50e0c58f,subgenus,Animalia,"",Callyspongia (Cladochalina),,,
b8388137-f339-48af-9fb1-b8a8d9656f9f,subgenus,Animalia,"",Callyspongia (Toxochalina),,,
716ff3fa-dde2-4d27-8d9d-097382458bf7,subgenus,Animalia,"",Petrosia (Petrosia),,,
e5eba07e-f5b7-4adb-88ca-d67404f2d21f,subgenus,Animalia,"",Petrosia (Strongylophora),,,
139b46d7-c869-45e0-a546-f7404a5ea8d1,subgenus,Animalia,"",Clathria (Thalysias),,,
44758fa1-9b1f-4d30-902e-984669584840,subgenus,Animalia,"",Crella (Grayella),,,
469926ae-2fac-44ae-ae83-4ee52792b63c,subgenus,Animalia,"",Oligonychus (Oligonychus),,,
104ecccd-f0aa-48c8-a9e1-c9b5c35a6093,subgenus,Animalia,"",Oligonychus (Pritchardinychus),,,
601ba3a7-9efb-48f3-ad26-0771779163ee,subgenus,Animalia,"",Oligonychus (Reckiella),,,
06379e23-9bf6-4783-a5aa-f98b8133d4dc,subgenus,Animalia,"",Oligonychus (Wainsteiniella),,,
ac367632-b9ec-4867-aed3-d5e0bbed54fe,subgenus,Animalia,"",Olingychus (Reckiella),,,
70475c49-20c4-4cf1-be67-6b5589da8397,subgenus,Animalia,"",Panonychus (Panonychus),,,
980ed518-4836-47f6-a9aa-ecb1bd5eff23,subgenus,Animalia,"",Trombicula (Vorcana),,,
63cfcc4c-d600-49e1-9e54-6c9b185b0fd0,genus,Animalia,"",Lasibelba,,,
ff2ea52c-1d12-413f-8472-d3e347364221,genus,Animalia,"",Takachihoa,,,
72bb4713-6919-47ab-99a3-ab280038b6c2,genus,Animalia,"",Pseudotriaeris,,,
2fa10be7-79c4-4c25-8ad6-e6b3c2f5fdea,genus,Animalia,"",Itatsina,,,
02531bda-5ccf-4287-9b3d-51f0980929bf,genus,Animalia,"",Pakawops,,,
3194fe9a-d9ae-48f1-b951-5621595516f4,genus,Animalia,"",Gamosellodes,,,
810ffaeb-94b3-4390-b051-3308aa3ca43b,subgenus,Animalia,"",Melichares (Blattisocius),,,
2e4bbf75-3149-4425-960d-7aa601ce11b1,subgenus,Animalia,"",Dendrolaelaps (Foveodendrolaelaps),,,
f2f9c643-a583-4918-b0ff-5a2bc348b314,genus,Animalia,"",Perisesarma,,,
e2e2afb5-ab1f-4d69-bf9f-25e0f3aad469,genus,Animalia,"",Aristemorpha,,,
f194eecd-8d8f-40f6-b764-38e579e67ca2,genus,Animalia,"",Asthenognathus,,,
954ca36a-a948-492b-9576-ebdf1df10bc6,subgenus,Animalia,"",Pylocheles (Bathycheles),,,
065d5ca5-18c4-4662-8a18-6c6acb7cc50c,subgenus,Animalia,"",Pylocheles (Pylocheles),,,
9bf0b2bb-99d3-4a8b-9616-0036dd76fcde,subgenus,Animalia,"",Pylocheles (Xylocheles),,,
5dd79a54-e0c3-427b-bb1a-bd985e84999a,genus,Animalia,"",Ranilia,,,
b9d93dc6-8922-4cb2-96ef-2848a43f54e8,genus,Animalia,"",Lystmata,,,
72133631-34bb-481d-b913-df47d7c30e74,subgenus,Animalia,"",Pachos (Pachysoma),,,
0bb60733-187a-4d80-b94f-bb72546aec33,subgenus,Animalia,"",Corycaeus (Agetus),,,
88f1c18f-14a8-48f6-a38d-35d5526ae285,subgenus,Animalia,"",Corycaeus (Corycaeus),,,
f81fb069-f447-48a8-9721-434c6e3afa55,subgenus,Animalia,"",Corycaeus (Ditrichocorycaeus),,,
dbd79467-ba3f-4176-8157-71ef328fdf49,subgenus,Animalia,"",Corycaeus (Monocorycaeus),,,
e87e91e2-e405-475a-9dca-ff3410b39ed3,subgenus,Animalia,"",Corycaeus (Onychocorycaeus),,,
aeac4d65-63b0-40d1-826c-5dce81c9f7fd,subgenus,Animalia,"",Corycaeus (Urocorycaeus),,,
09aa4769-8bcf-4120-a196-08f04e69084d,genus,Animalia,"",Paracylopina,,,
e527adc8-3158-4901-97e4-9feb046dde8f,subgenus,Animalia,"",Acartia (Acanthacartia),,,
116753ed-7d16-470f-b8c2-a2dc9d1ce79c,subgenus,Animalia,"",Acartia (Acartiura),,,
13f635d5-5e3c-4848-a025-47dd00b68b2e,subgenus,Animalia,"",Acartia (Odontacartia),,,
